fold,cut,model,tier,n,mae,rmse,bias,mape_nonzero
14,2026-04-13,naive_last,low,90,0.022222222222222223,0.14907119849998599,0.0,100.0
14,2026-04-13,naive_mean_7,high,198,0.7705627705627704,1.2968095890633053,0.05050505050505046,49.37003968253968
14,2026-04-13,naive_mean_7,medium,288,0.21974206349206346,0.734293202975833,0.01736111111111109,73.42261904761904
14,2026-04-13,naive_mean_7,low,90,0.08253968253968252,0.27929291997362243,0.06031746031746032,100.0
14,2026-04-13,naive_mean_28,high,198,0.8176406926406926,1.9615732945098112,-0.19931457431457433,47.47354497354497
14,2026-04-13,naive_mean_28,medium,288,0.24578373015873012,0.6575091176523093,0.023313492063492043,77.57192460317461
14,2026-04-13,naive_mean_28,low,90,0.0976190476190476,0.2051629516620724,0.07539682539682538,100.0
14,2026-04-13,linear_regression,high,198,1.1322619653573378,2.5214898871970823,0.5645377715906927,73.48058088623162
14,2026-04-13,linear_regression,medium,288,0.36608617356669043,1.4564066557105828,0.18227222713638497,114.07280201821395
14,2026-04-13,linear_regression,low,90,0.1336424699851537,0.4814527917720386,0.11142024776293147,100.0
14,2026-04-13,ridge,high,198,1.1277691300226742,2.513601463301734,0.5627706439738062,73.11583613862015
14,2026-04-13,ridge,medium,288,0.3635034220453308,1.4515511730264723,0.18056346981218463,114.10992017957204
14,2026-04-13,ridge,low,90,0.13133512002138703,0.47047798496090537,0.1091128977991648,100.0
14,2026-04-13,gradient_boosting,high,198,0.9552185739800312,2.384650545486568,0.29955664612525734,57.566571256599765
14,2026-04-13,gradient_boosting,medium,288,0.40261053489746845,1.260207553450038,0.24181237383033627,99.00400959631233
14,2026-04-13,gradient_boosting,low,90,0.2903261708040649,0.5482437098371957,0.2681039485818427,100.0
