date,division,district,admissions_24h,cumulative_total,cumulative_deaths,cumulative_discharged,district_raw,source,date_source
2021-12-16,Rangpur,Panchagarh,0,0,0,0,পঞ্চগড়,wayback_dghs_pdf,pdf_text
2021-12-16,Rangpur,Rangpur,0,18,0,18,িিংপুি,wayback_dghs_pdf,pdf_text
2021-12-16,Rangpur,Thakurgaon,0,0,0,0,ঠাকুিগাঁও,wayback_dghs_pdf,pdf_text
2021-12-16,Sylhet,Habiganj,0,18,0,18,হরেগঞ্জ,wayback_dghs_pdf,pdf_text
2021-12-16,Sylhet,Moulvibazar,0,4,0,4,ব ৌলভীোজাি,wayback_dghs_pdf,pdf_text
2021-12-16,Sylhet,Sunamganj,0,0,0,0,সুনা গঞ্জ,wayback_dghs_pdf,pdf_text
2021-12-16,Sylhet,Sylhet,0,25,0,25,রসমলট,wayback_dghs_pdf,pdf_text
2021-12-17,Barishal,Barguna,0,77,0,76,েিগুনা,wayback_dghs_pdf,pdf_text
2021-12-17,Barishal,Barishal,0,222,0,219,েরি াল,wayback_dghs_pdf,pdf_text
2021-12-17,Barishal,Bhola,0,62,0,62,বভালা,wayback_dghs_pdf,pdf_text
2021-12-17,Barishal,Jhalokati,0,10,0,1,িালকাঠি,wayback_dghs_pdf,pdf_text
2021-12-17,Barishal,Patuakhali,0,252,1,249,পটুয়াখালী,wayback_dghs_pdf,pdf_text
2021-12-17,Barishal,Pirojpur,0,27,0,27,রপমিাজপুি,wayback_dghs_pdf,pdf_text
2021-12-17,Chattogram,Bandarban,0,13,0,13,োন্দিোন,wayback_dghs_pdf,pdf_text
2021-12-17,Chattogram,Brahmanbaria,0,3,0,3,ব্রাহ্মনোরড়য়া,wayback_dghs_pdf,pdf_text
2021-12-17,Chattogram,Chandpur,0,129,0,127,চাঁদপুি,wayback_dghs_pdf,pdf_text
2021-12-17,Chattogram,Chattogram,0,527,2,511,চট্টগ্রা,wayback_dghs_pdf,pdf_text
2021-12-17,Chattogram,Cox's Bazar,0,244,0,244,কক্সোজাি,wayback_dghs_pdf,pdf_text
2021-12-17,Chattogram,Cumilla,0,138,0,136,কুর ল্লা,wayback_dghs_pdf,pdf_text
2021-12-17,Chattogram,Feni,0,44,0,44,বফনী,wayback_dghs_pdf,pdf_text
2021-12-17,Chattogram,Khagrachhari,0,4,0,4,খাগড়াছরড়,wayback_dghs_pdf,pdf_text
2021-12-17,Chattogram,Lakshmipur,0,24,0,23,লক্ষীপুি,wayback_dghs_pdf,pdf_text
2021-12-17,Chattogram,Noakhali,0,0,0,0,বনায়াখালী,wayback_dghs_pdf,pdf_text
2021-12-17,Chattogram,Rangamati,0,0,0,0,িাঙ্গা াটি,wayback_dghs_pdf,pdf_text
2021-12-17,Dhaka,Dhaka,0,8,0,8,ঢাকা,wayback_dghs_pdf,pdf_text
2021-12-17,Dhaka,Dhaka Metro,14,23481,92,23282,ঢাকা হানগি,wayback_dghs_pdf,pdf_text
2021-12-17,Dhaka,Faridpur,0,52,0,52,ফরিদপুি,wayback_dghs_pdf,pdf_text
2021-12-17,Dhaka,Gazipur,0,1118,0,1114,গাজীপুি,wayback_dghs_pdf,pdf_text
2021-12-17,Dhaka,Gopalganj,0,4,0,4,বগাপালগঞ্জ,wayback_dghs_pdf,pdf_text
2021-12-17,Dhaka,Kishoreganj,0,80,0,80,রকম ািগঞ্জ,wayback_dghs_pdf,pdf_text
2021-12-17,Dhaka,Madaripur,0,95,0,95,াদািীপুি,wayback_dghs_pdf,pdf_text
2021-12-17,Dhaka,Manikganj,0,127,0,127,ারনকগঞ্জ,wayback_dghs_pdf,pdf_text
2021-12-17,Dhaka,Munshiganj,0,32,0,32,মুরিরগঞ্জ,wayback_dghs_pdf,pdf_text
2021-12-17,Dhaka,Narayanganj,0,1,0,1,নািায়ণগঞ্জ,wayback_dghs_pdf,pdf_text
2021-12-17,Dhaka,Narsingdi,0,43,0,43,নিরসিংদী,wayback_dghs_pdf,pdf_text
2021-12-17,Dhaka,Rajbari,0,18,0,18,িাজোড়ী,wayback_dghs_pdf,pdf_text
2021-12-17,Dhaka,Shariatpur,0,66,0,66,িীয়তপুি,wayback_dghs_pdf,pdf_text
2021-12-17,Dhaka,Tangail,0,71,0,71,টাঙ্গাইল,wayback_dghs_pdf,pdf_text
2021-12-17,Khulna,Bagerhat,0,20,0,20,োমগিহাট,wayback_dghs_pdf,pdf_text
2021-12-17,Khulna,Chuadanga,0,2,0,2,চুয়ািাঙ্গা,wayback_dghs_pdf,pdf_text
2021-12-17,Khulna,Jashore,0,141,1,135,যম াি,wayback_dghs_pdf,pdf_text
2021-12-17,Khulna,Jhenaidah,0,32,0,32,রিনাইদহ,wayback_dghs_pdf,pdf_text
2021-12-17,Khulna,Khulna,0,152,1,150,খুলনা,wayback_dghs_pdf,pdf_text
2021-12-17,Khulna,Kushtia,0,47,0,47,কুরিয়া,wayback_dghs_pdf,pdf_text
2021-12-17,Khulna,Magura,0,22,0,22,াগুিা,wayback_dghs_pdf,pdf_text
2021-12-17,Khulna,Meherpur,0,19,0,19,ব মহিপুি,wayback_dghs_pdf,pdf_text
2021-12-17,Khulna,Narail,0,39,0,38,নড়াইল,wayback_dghs_pdf,pdf_text
2021-12-17,Khulna,Satkhira,0,25,0,25,সাতক্ষীিা,wayback_dghs_pdf,pdf_text
2021-12-17,Mymensingh,Jamalpur,0,23,1,22,জা ালপুি,wayback_dghs_pdf,pdf_text
2021-12-17,Mymensingh,Mymensingh,0,249,2,245,য় নরসিংহ,wayback_dghs_pdf,pdf_text
2021-12-17,Mymensingh,Netrokona,0,16,0,16,বনত্রমকানা,wayback_dghs_pdf,pdf_text
2021-12-17,Mymensingh,Sherpur,0,20,0,20,ব িপুি,wayback_dghs_pdf,pdf_text
2021-12-17,Rajshahi,Bogura,0,19,1,16,েগুড়া,wayback_dghs_pdf,pdf_text
2021-12-17,Rajshahi,Chapai Nawabganj,0,11,0,11,চাপাইনোেগঞ্জ,wayback_dghs_pdf,pdf_text
2021-12-17,Rajshahi,Joypurhat,0,3,0,2,জয়পুিহাট,wayback_dghs_pdf,pdf_text
2021-12-17,Rajshahi,Naogaon,0,27,0,24,নওগাঁ,wayback_dghs_pdf,pdf_text
2021-12-17,Rajshahi,Natore,0,8,0,6,নামটাি,wayback_dghs_pdf,pdf_text
2021-12-17,Rajshahi,Pabna,0,37,0,34,পােনা,wayback_dghs_pdf,pdf_text
2021-12-17,Rajshahi,Rajshahi,0,82,0,81,িাজ াহী,wayback_dghs_pdf,pdf_text
2021-12-17,Rajshahi,Sirajganj,0,16,0,14,রসিাজগঞ্জ,wayback_dghs_pdf,pdf_text
2021-12-17,Rangpur,Dinajpur,0,39,0,39,রদনাজপুি,wayback_dghs_pdf,pdf_text
2021-12-17,Rangpur,Gaibandha,0,2,0,2,গাইোন্ধা,wayback_dghs_pdf,pdf_text
2021-12-17,Rangpur,Kurigram,0,1,0,1,কুরড়গ্রা,wayback_dghs_pdf,pdf_text
2021-12-17,Rangpur,Lalmonirhat,0,0,0,0,লাল রনিহাট,wayback_dghs_pdf,pdf_text
2021-12-17,Rangpur,Nilphamari,0,10,0,10,নীলফা ািী,wayback_dghs_pdf,pdf_text
2021-12-17,Rangpur,Panchagarh,0,0,0,0,পঞ্চগড়,wayback_dghs_pdf,pdf_text
2021-12-17,Rangpur,Rangpur,0,18,0,18,িিংপুি,wayback_dghs_pdf,pdf_text
2021-12-17,Rangpur,Thakurgaon,0,0,0,0,ঠাকুিগাঁও,wayback_dghs_pdf,pdf_text
2021-12-17,Sylhet,Habiganj,0,18,0,18,হরেগঞ্জ,wayback_dghs_pdf,pdf_text
2021-12-17,Sylhet,Moulvibazar,0,4,0,4,ব ৌলভীোজাি,wayback_dghs_pdf,pdf_text
2021-12-17,Sylhet,Sunamganj,0,0,0,0,সুনা গঞ্জ,wayback_dghs_pdf,pdf_text
2021-12-17,Sylhet,Sylhet,0,25,0,25,রসমলট,wayback_dghs_pdf,pdf_text
2021-12-18,Barishal,Barguna,0,77,0,70,েিগুনা,wayback_dghs_pdf,pdf_text
2021-12-18,Barishal,Barishal,0,222,0,219,েরি াল,wayback_dghs_pdf,pdf_text
2021-12-18,Barishal,Bhola,0,62,0,62,বভালা,wayback_dghs_pdf,pdf_text
2021-12-18,Barishal,Jhalokati,0,10,0,10,িালকাঠি,wayback_dghs_pdf,pdf_text
2021-12-18,Barishal,Patuakhali,0,252,1,249,পটুয়াখালী,wayback_dghs_pdf,pdf_text
2021-12-18,Barishal,Pirojpur,0,27,0,26,রপমিাজপুি,wayback_dghs_pdf,pdf_text
2021-12-18,Chattogram,Bandarban,0,13,0,13,োন্দিোন,wayback_dghs_pdf,pdf_text
2021-12-18,Chattogram,Brahmanbaria,0,3,0,3,ব্রাহ্মনোরড়য়া,wayback_dghs_pdf,pdf_text
2021-12-18,Chattogram,Chandpur,0,129,0,127,চাঁদপুি,wayback_dghs_pdf,pdf_text
2021-12-18,Chattogram,Chattogram,5,532,2,522,চট্টগ্রা,wayback_dghs_pdf,pdf_text
2021-12-18,Chattogram,Cox's Bazar,0,244,0,244,কক্সোজাি,wayback_dghs_pdf,pdf_text
2021-12-18,Chattogram,Cumilla,0,138,0,136,কুর ল্লা,wayback_dghs_pdf,pdf_text
2021-12-18,Chattogram,Feni,0,44,0,44,বফনী,wayback_dghs_pdf,pdf_text
2021-12-18,Chattogram,Khagrachhari,0,4,0,4,খাগড়াছরড়,wayback_dghs_pdf,pdf_text
2021-12-18,Chattogram,Lakshmipur,0,24,0,23,লক্ষীপুি,wayback_dghs_pdf,pdf_text
2021-12-18,Chattogram,Noakhali,0,0,0,0,বনায়াখালী,wayback_dghs_pdf,pdf_text
2021-12-18,Chattogram,Rangamati,0,0,0,0,িাঙ্গা াটি,wayback_dghs_pdf,pdf_text
2021-12-18,Dhaka,Dhaka,0,8,0,8,ঢাকা,wayback_dghs_pdf,pdf_text
2021-12-18,Dhaka,Dhaka Metro,21,23502,92,23298,ঢাকা হানগি,wayback_dghs_pdf,pdf_text
2021-12-18,Dhaka,Faridpur,0,52,0,52,ফরিদপুি,wayback_dghs_pdf,pdf_text
2021-12-18,Dhaka,Gazipur,0,1118,0,1115,গাজীপুি,wayback_dghs_pdf,pdf_text
2021-12-18,Dhaka,Gopalganj,0,4,0,4,বগাপালগঞ্জ,wayback_dghs_pdf,pdf_text
2021-12-18,Dhaka,Kishoreganj,0,80,0,80,রকম ািগঞ্জ,wayback_dghs_pdf,pdf_text
2021-12-18,Dhaka,Madaripur,0,95,0,95,াদািীপুি,wayback_dghs_pdf,pdf_text
2021-12-18,Dhaka,Manikganj,0,127,0,127,ারনকগঞ্জ,wayback_dghs_pdf,pdf_text
2021-12-18,Dhaka,Munshiganj,0,32,0,32,মুরিরগঞ্জ,wayback_dghs_pdf,pdf_text
2021-12-18,Dhaka,Narayanganj,0,1,0,1,নািায়ণগঞ্জ,wayback_dghs_pdf,pdf_text
2021-12-18,Dhaka,Narsingdi,0,43,0,43,নিরসিংদী,wayback_dghs_pdf,pdf_text
2021-12-18,Dhaka,Rajbari,0,18,0,18,িাজোড়ী,wayback_dghs_pdf,pdf_text
2021-12-18,Dhaka,Shariatpur,0,66,0,66,িীয়তপুি,wayback_dghs_pdf,pdf_text
2021-12-18,Dhaka,Tangail,0,71,0,71,টাঙ্গাইল,wayback_dghs_pdf,pdf_text
2021-12-18,Khulna,Bagerhat,0,20,0,20,োমগিহাট,wayback_dghs_pdf,pdf_text
2021-12-18,Khulna,Chuadanga,0,2,0,2,চুয়ািাঙ্গা,wayback_dghs_pdf,pdf_text
2021-12-18,Khulna,Jashore,0,141,1,135,যম াি,wayback_dghs_pdf,pdf_text
2021-12-18,Khulna,Jhenaidah,0,32,0,32,রিনাইদহ,wayback_dghs_pdf,pdf_text
2021-12-18,Khulna,Khulna,0,152,1,150,খুলনা,wayback_dghs_pdf,pdf_text
2021-12-18,Khulna,Kushtia,0,47,0,47,কুরিয়া,wayback_dghs_pdf,pdf_text
2021-12-18,Khulna,Magura,0,22,0,22,াগুিা,wayback_dghs_pdf,pdf_text
2021-12-18,Khulna,Meherpur,0,19,0,19,ব মহিপুি,wayback_dghs_pdf,pdf_text
2021-12-18,Khulna,Narail,0,39,0,38,নড়াইল,wayback_dghs_pdf,pdf_text
2021-12-18,Khulna,Satkhira,0,25,0,25,সাতক্ষীিা,wayback_dghs_pdf,pdf_text
2021-12-18,Mymensingh,Jamalpur,0,23,1,22,জা ালপুি,wayback_dghs_pdf,pdf_text
2021-12-18,Mymensingh,Mymensingh,0,249,2,246,য় নরসিংহ,wayback_dghs_pdf,pdf_text
2021-12-18,Mymensingh,Netrokona,0,16,0,16,বনত্রমকানা,wayback_dghs_pdf,pdf_text
2021-12-18,Mymensingh,Sherpur,0,20,0,20,ব িপুি,wayback_dghs_pdf,pdf_text
2021-12-18,Rajshahi,Bogura,0,19,1,16,েগুড়া,wayback_dghs_pdf,pdf_text
2021-12-18,Rajshahi,Chapai Nawabganj,0,11,0,11,চাপাইনোেগঞ্জ,wayback_dghs_pdf,pdf_text
2021-12-18,Rajshahi,Joypurhat,0,3,0,2,জয়পুিহাট,wayback_dghs_pdf,pdf_text
2021-12-18,Rajshahi,Naogaon,0,27,0,24,নওগাঁ,wayback_dghs_pdf,pdf_text
2021-12-18,Rajshahi,Natore,0,8,0,6,নামটাি,wayback_dghs_pdf,pdf_text
2021-12-18,Rajshahi,Pabna,1,38,0,35,পােনা,wayback_dghs_pdf,pdf_text
2021-12-18,Rajshahi,Rajshahi,1,83,0,81,িাজ াহী,wayback_dghs_pdf,pdf_text
2021-12-18,Rajshahi,Sirajganj,0,16,0,14,রসিাজগঞ্জ,wayback_dghs_pdf,pdf_text
2021-12-18,Rangpur,Dinajpur,0,39,0,39,রদনাজপুি,wayback_dghs_pdf,pdf_text
2021-12-18,Rangpur,Gaibandha,0,2,0,2,গাইোন্ধা,wayback_dghs_pdf,pdf_text
2021-12-18,Rangpur,Kurigram,0,1,0,1,কুরড়গ্রা,wayback_dghs_pdf,pdf_text
2021-12-18,Rangpur,Lalmonirhat,0,0,0,0,লাল রনিহাট,wayback_dghs_pdf,pdf_text
2021-12-18,Rangpur,Nilphamari,0,10,0,10,নীলফা ািী,wayback_dghs_pdf,pdf_text
2021-12-18,Rangpur,Panchagarh,0,0,0,0,পঞ্চগড়,wayback_dghs_pdf,pdf_text
2021-12-18,Rangpur,Rangpur,0,18,0,18,িিংপুি,wayback_dghs_pdf,pdf_text
2021-12-18,Rangpur,Thakurgaon,0,0,0,0,ঠাকুিগাঁও,wayback_dghs_pdf,pdf_text
2021-12-18,Sylhet,Habiganj,0,18,0,18,হরেগঞ্জ,wayback_dghs_pdf,pdf_text
2021-12-18,Sylhet,Moulvibazar,0,4,0,4,ব ৌলভীোজাি,wayback_dghs_pdf,pdf_text
2021-12-18,Sylhet,Sunamganj,0,0,0,0,সুনা গঞ্জ,wayback_dghs_pdf,pdf_text
2021-12-18,Sylhet,Sylhet,0,25,0,25,রসমলট,wayback_dghs_pdf,pdf_text
2021-12-19,Barishal,Barguna,0,77,0,70,েিগুনা,wayback_dghs_pdf,pdf_text
2021-12-19,Barishal,Barishal,0,222,0,219,েরি াল,wayback_dghs_pdf,pdf_text
2021-12-19,Barishal,Bhola,0,62,0,62,বভালা,wayback_dghs_pdf,pdf_text
2021-12-19,Barishal,Jhalokati,0,10,0,10,িালকাঠি,wayback_dghs_pdf,pdf_text
2021-12-19,Barishal,Patuakhali,0,252,1,249,পটুয়াখালী,wayback_dghs_pdf,pdf_text
2021-12-19,Barishal,Pirojpur,0,27,0,26,রপমিাজপুি,wayback_dghs_pdf,pdf_text
2021-12-19,Chattogram,Bandarban,0,13,0,13,োন্দিোন,wayback_dghs_pdf,pdf_text
2021-12-19,Chattogram,Brahmanbaria,0,3,0,3,ব্রাহ্মনোরড়য়া,wayback_dghs_pdf,pdf_text
2021-12-19,Chattogram,Chandpur,2,131,0,129,চাঁদপুি,wayback_dghs_pdf,pdf_text
2021-12-19,Chattogram,Chattogram,3,535,2,521,চট্টগ্রা,wayback_dghs_pdf,pdf_text
2021-12-19,Chattogram,Cox's Bazar,18,262,0,262,কক্সোজাি,wayback_dghs_pdf,pdf_text
2021-12-19,Chattogram,Cumilla,1,139,0,138,কুর ল্লা,wayback_dghs_pdf,pdf_text
2021-12-19,Chattogram,Feni,0,44,0,44,বফনী,wayback_dghs_pdf,pdf_text
2021-12-19,Chattogram,Khagrachhari,0,4,0,4,খাগড়াছরড়,wayback_dghs_pdf,pdf_text
2021-12-19,Chattogram,Lakshmipur,2,26,0,25,লক্ষীপুি,wayback_dghs_pdf,pdf_text
2021-12-19,Chattogram,Noakhali,0,0,0,0,বনায়াখালী,wayback_dghs_pdf,pdf_text
2021-12-19,Chattogram,Rangamati,0,0,0,0,িাঙ্গা াটি,wayback_dghs_pdf,pdf_text
2021-12-19,Dhaka,Dhaka,0,8,0,8,ঢাকা,wayback_dghs_pdf,pdf_text
2021-12-19,Dhaka,Dhaka Metro,18,23520,93,23326,ঢাকা হানগি,wayback_dghs_pdf,pdf_text
2021-12-19,Dhaka,Faridpur,0,52,0,52,ফরিদপুি,wayback_dghs_pdf,pdf_text
2021-12-19,Dhaka,Gazipur,2,1120,0,1116,গাজীপুি,wayback_dghs_pdf,pdf_text
2021-12-19,Dhaka,Gopalganj,0,4,0,4,বগাপালগঞ্জ,wayback_dghs_pdf,pdf_text
2021-12-19,Dhaka,Kishoreganj,0,80,0,80,রকম ািগঞ্জ,wayback_dghs_pdf,pdf_text
2021-12-19,Dhaka,Madaripur,0,95,0,95,াদািীপুি,wayback_dghs_pdf,pdf_text
2021-12-19,Dhaka,Manikganj,0,127,0,127,ারনকগঞ্জ,wayback_dghs_pdf,pdf_text
2021-12-19,Dhaka,Munshiganj,0,32,0,32,মুরিরগঞ্জ,wayback_dghs_pdf,pdf_text
2021-12-19,Dhaka,Narayanganj,0,1,0,1,নািায়ণগঞ্জ,wayback_dghs_pdf,pdf_text
2021-12-19,Dhaka,Narsingdi,0,43,0,43,নিরসিংদী,wayback_dghs_pdf,pdf_text
2021-12-19,Dhaka,Rajbari,0,18,0,18,িাজোড়ী,wayback_dghs_pdf,pdf_text
2021-12-19,Dhaka,Shariatpur,0,66,0,66,িীয়তপুি,wayback_dghs_pdf,pdf_text
2021-12-19,Dhaka,Tangail,0,71,0,71,টাঙ্গাইল,wayback_dghs_pdf,pdf_text
2021-12-19,Khulna,Bagerhat,0,20,0,20,োমগিহাট,wayback_dghs_pdf,pdf_text
2021-12-19,Khulna,Chuadanga,0,2,0,2,চুয়ািাঙ্গা,wayback_dghs_pdf,pdf_text
2021-12-19,Khulna,Jashore,1,142,1,140,যম াি,wayback_dghs_pdf,pdf_text
2021-12-19,Khulna,Jhenaidah,1,33,0,32,রিনাইদহ,wayback_dghs_pdf,pdf_text
2021-12-19,Khulna,Khulna,0,152,1,150,খুলনা,wayback_dghs_pdf,pdf_text
2021-12-19,Khulna,Kushtia,0,47,0,47,কুরিয়া,wayback_dghs_pdf,pdf_text
2021-12-19,Khulna,Magura,1,23,0,22,াগুিা,wayback_dghs_pdf,pdf_text
2021-12-19,Khulna,Meherpur,0,19,0,19,ব মহিপুি,wayback_dghs_pdf,pdf_text
2021-12-19,Khulna,Narail,0,39,0,38,নড়াইল,wayback_dghs_pdf,pdf_text
2021-12-19,Khulna,Satkhira,0,25,0,25,সাতক্ষীিা,wayback_dghs_pdf,pdf_text
2021-12-19,Mymensingh,Jamalpur,0,23,1,22,জা ালপুি,wayback_dghs_pdf,pdf_text
2021-12-19,Mymensingh,Mymensingh,1,250,3,246,য় নরসিংহ,wayback_dghs_pdf,pdf_text
2021-12-19,Mymensingh,Netrokona,0,16,0,16,বনত্রমকানা,wayback_dghs_pdf,pdf_text
2021-12-19,Mymensingh,Sherpur,0,20,0,20,ব িপুি,wayback_dghs_pdf,pdf_text
2021-12-19,Rajshahi,Bogura,0,19,1,16,েগুড়া,wayback_dghs_pdf,pdf_text
2021-12-19,Rajshahi,Chapai Nawabganj,0,11,0,11,চাপাইনোেগঞ্জ,wayback_dghs_pdf,pdf_text
2021-12-19,Rajshahi,Joypurhat,0,3,0,2,জয়পুিহাট,wayback_dghs_pdf,pdf_text
2021-12-19,Rajshahi,Naogaon,0,27,0,24,নওগাঁ,wayback_dghs_pdf,pdf_text
2021-12-19,Rajshahi,Natore,0,8,0,6,নামটাি,wayback_dghs_pdf,pdf_text
2021-12-19,Rajshahi,Pabna,0,38,0,35,পােনা,wayback_dghs_pdf,pdf_text
2021-12-19,Rajshahi,Rajshahi,0,83,0,81,িাজ াহী,wayback_dghs_pdf,pdf_text
2021-12-19,Rajshahi,Sirajganj,0,16,0,14,রসিাজগঞ্জ,wayback_dghs_pdf,pdf_text
2021-12-19,Rangpur,Dinajpur,0,39,0,39,রদনাজপুি,wayback_dghs_pdf,pdf_text
2021-12-19,Rangpur,Gaibandha,0,2,0,2,গাইোন্ধা,wayback_dghs_pdf,pdf_text
2021-12-19,Rangpur,Kurigram,0,1,0,1,কুরড়গ্রা,wayback_dghs_pdf,pdf_text
2021-12-19,Rangpur,Lalmonirhat,0,0,0,0,লাল রনিহাট,wayback_dghs_pdf,pdf_text
2021-12-19,Rangpur,Nilphamari,0,10,0,10,নীলফা ািী,wayback_dghs_pdf,pdf_text
2021-12-19,Rangpur,Panchagarh,0,0,0,0,পঞ্চগড়,wayback_dghs_pdf,pdf_text
2021-12-19,Rangpur,Rangpur,0,18,0,18,িিংপুি,wayback_dghs_pdf,pdf_text
2021-12-19,Rangpur,Thakurgaon,0,0,0,0,ঠাকুিগাঁও,wayback_dghs_pdf,pdf_text
2021-12-19,Sylhet,Habiganj,0,18,0,18,হরেগঞ্জ,wayback_dghs_pdf,pdf_text
2021-12-19,Sylhet,Moulvibazar,0,4,0,4,ব ৌলভীোজাি,wayback_dghs_pdf,pdf_text
2021-12-19,Sylhet,Sunamganj,0,0,0,0,সুনা গঞ্জ,wayback_dghs_pdf,pdf_text
2021-12-19,Sylhet,Sylhet,0,25,0,25,রসমলট,wayback_dghs_pdf,pdf_text
2021-12-20,Barishal,Barguna,0,77,0,72,েিগুনা,wayback_dghs_pdf,pdf_text
2021-12-20,Barishal,Barishal,0,222,0,220,েরি াল,wayback_dghs_pdf,pdf_text
2021-12-20,Barishal,Bhola,0,62,0,62,বভালা,wayback_dghs_pdf,pdf_text
2021-12-20,Barishal,Jhalokati,0,10,0,10,িালকাঠি,wayback_dghs_pdf,pdf_text
2021-12-20,Barishal,Patuakhali,2,254,1,251,পটুয়াখালী,wayback_dghs_pdf,pdf_text
2021-12-20,Barishal,Pirojpur,0,27,0,27,রপমিাজপুি,wayback_dghs_pdf,pdf_text
2021-12-20,Chattogram,Bandarban,0,13,0,13,োন্দিোন,wayback_dghs_pdf,pdf_text
2021-12-20,Chattogram,Brahmanbaria,0,3,0,3,ব্রাহ্মনোরড়য়া,wayback_dghs_pdf,pdf_text
2021-12-20,Chattogram,Chandpur,0,131,0,129,চাঁদপুি,wayback_dghs_pdf,pdf_text
2021-12-20,Chattogram,Chattogram,5,540,2,525,চট্টগ্রা,wayback_dghs_pdf,pdf_text
2021-12-20,Chattogram,Cox's Bazar,14,276,0,276,কক্সোজাি,wayback_dghs_pdf,pdf_text
2021-12-20,Chattogram,Cumilla,0,139,0,138,কুর ল্লা,wayback_dghs_pdf,pdf_text
2021-12-20,Chattogram,Feni,0,44,0,44,বফনী,wayback_dghs_pdf,pdf_text
2021-12-20,Chattogram,Khagrachhari,0,4,0,4,খাগড়াছরড়,wayback_dghs_pdf,pdf_text
2021-12-20,Chattogram,Lakshmipur,0,26,0,25,লক্ষীপুি,wayback_dghs_pdf,pdf_text
2021-12-20,Chattogram,Noakhali,0,0,0,0,বনায়াখালী,wayback_dghs_pdf,pdf_text
2021-12-20,Chattogram,Rangamati,0,0,0,0,িাঙ্গা াটি,wayback_dghs_pdf,pdf_text
2021-12-20,Dhaka,Dhaka,0,8,0,8,ঢাকা,wayback_dghs_pdf,pdf_text
2021-12-20,Dhaka,Dhaka Metro,17,23537,93,23355,ঢাকা হানগি,wayback_dghs_pdf,pdf_text
2021-12-20,Dhaka,Faridpur,0,52,0,52,ফরিদপুি,wayback_dghs_pdf,pdf_text
2021-12-20,Dhaka,Gazipur,0,1120,0,1118,গাজীপুি,wayback_dghs_pdf,pdf_text
2021-12-20,Dhaka,Gopalganj,0,4,0,4,বগাপালগঞ্জ,wayback_dghs_pdf,pdf_text
2021-12-20,Dhaka,Kishoreganj,0,80,0,80,রকম ািগঞ্জ,wayback_dghs_pdf,pdf_text
2021-12-20,Dhaka,Madaripur,0,95,0,95,াদািীপুি,wayback_dghs_pdf,pdf_text
2021-12-20,Dhaka,Manikganj,1,128,0,127,ারনকগঞ্জ,wayback_dghs_pdf,pdf_text
2021-12-20,Dhaka,Munshiganj,0,32,0,32,মুরিরগঞ্জ,wayback_dghs_pdf,pdf_text
2021-12-20,Dhaka,Narayanganj,0,1,0,1,নািায়ণগঞ্জ,wayback_dghs_pdf,pdf_text
2021-12-20,Dhaka,Narsingdi,0,43,0,43,নিরসিংদী,wayback_dghs_pdf,pdf_text
2021-12-20,Dhaka,Rajbari,0,18,0,18,িাজোড়ী,wayback_dghs_pdf,pdf_text
2021-12-20,Dhaka,Shariatpur,0,66,0,66,িীয়তপুি,wayback_dghs_pdf,pdf_text
2021-12-20,Dhaka,Tangail,0,71,0,71,টাঙ্গাইল,wayback_dghs_pdf,pdf_text
2021-12-20,Khulna,Bagerhat,0,20,0,20,োমগিহাট,wayback_dghs_pdf,pdf_text
2021-12-20,Khulna,Chuadanga,0,2,0,2,চুয়ািাঙ্গা,wayback_dghs_pdf,pdf_text
2021-12-20,Khulna,Jashore,0,142,1,140,যম াি,wayback_dghs_pdf,pdf_text
2021-12-20,Khulna,Jhenaidah,0,33,0,32,রিনাইদহ,wayback_dghs_pdf,pdf_text
2021-12-20,Khulna,Khulna,0,152,1,151,খুলনা,wayback_dghs_pdf,pdf_text
2021-12-20,Khulna,Kushtia,0,47,0,47,কুরিয়া,wayback_dghs_pdf,pdf_text
2021-12-20,Khulna,Magura,0,23,0,22,াগুিা,wayback_dghs_pdf,pdf_text
2021-12-20,Khulna,Meherpur,0,19,0,19,ব মহিপুি,wayback_dghs_pdf,pdf_text
2021-12-20,Khulna,Narail,0,39,0,39,নড়াইল,wayback_dghs_pdf,pdf_text
2021-12-20,Khulna,Satkhira,0,25,0,25,সাতক্ষীিা,wayback_dghs_pdf,pdf_text
2021-12-20,Mymensingh,Jamalpur,0,23,1,22,জা ালপুি,wayback_dghs_pdf,pdf_text
2021-12-20,Mymensingh,Mymensingh,0,250,3,246,য় নরসিংহ,wayback_dghs_pdf,pdf_text
2021-12-20,Mymensingh,Netrokona,0,16,0,16,বনত্রমকানা,wayback_dghs_pdf,pdf_text
2021-12-20,Mymensingh,Sherpur,0,20,0,20,ব িপুি,wayback_dghs_pdf,pdf_text
2021-12-20,Rajshahi,Bogura,0,19,1,16,েগুড়া,wayback_dghs_pdf,pdf_text
2021-12-20,Rajshahi,Chapai Nawabganj,0,11,0,11,চাপাইনোেগঞ্জ,wayback_dghs_pdf,pdf_text
2021-12-20,Rajshahi,Joypurhat,0,3,0,2,জয়পুিহাট,wayback_dghs_pdf,pdf_text
2021-12-20,Rajshahi,Naogaon,0,27,0,25,নওগাঁ,wayback_dghs_pdf,pdf_text
2021-12-20,Rajshahi,Natore,0,8,0,6,নামটাি,wayback_dghs_pdf,pdf_text
