date,division,district,rain_mm,temp_mean_c,temp_max_c,humidity_pct
2021-06-07,Chattogram,Brahmanbaria,20.03,28.44,31.51,90.51
2021-06-07,Chattogram,Chandpur,31.33,29.01,31.62,89.4
2021-06-07,Rajshahi,Chapai Nawabganj,2.34,31.78,37.26,71.47
2021-06-07,Chattogram,Chattogram,39.25,28.84,31.39,86.18
2021-06-07,Khulna,Chuadanga,8.83,30.02,33.63,84.55
2021-06-07,Chattogram,Cox's Bazar,29.11,29.62,30.27,83.32
2021-06-07,Chattogram,Cumilla,33.24,28.4,31.31,90.72
2021-06-07,Dhaka,Dhaka,14.91,29.25,32.06,89.35
2021-06-07,Rangpur,Dinajpur,6.78,30.58,35.79,76.81
2021-06-07,Dhaka,Faridpur,22.81,29.17,31.71,88.95
2021-06-07,Chattogram,Feni,42.14,28.7,31.37,89.91
2021-06-07,Rangpur,Gaibandha,7.5,30.34,35.04,80.36
2021-06-07,Dhaka,Gazipur,18.24,28.92,31.62,90.71
2021-06-07,Dhaka,Gopalganj,30.03,29.15,31.73,88.07
2021-06-07,Sylhet,Habiganj,11.63,28.65,31.7,91.1
2021-06-07,Mymensingh,Jamalpur,7.67,29.67,33.37,87.4
2021-06-07,Khulna,Jashore,19.56,29.48,32.46,87.29
2021-06-07,Barishal,Jhalokati,35.74,29.19,31.65,88.16
2021-06-07,Khulna,Jhenaidah,15.3,29.45,32.32,87.79
2021-06-07,Rajshahi,Joypurhat,8.35,30.41,34.95,81.82
2021-06-07,Chattogram,Khagrachhari,41.95,27.73,30.96,90.89
2021-06-07,Khulna,Khulna,24.7,29.56,32.29,86.87
2021-06-07,Dhaka,Kishoreganj,11.63,28.65,31.7,91.1
2021-06-07,Rangpur,Kurigram,11.92,29.55,33.45,83.22
2021-06-07,Khulna,Kushtia,8.41,30.55,34.91,80.78
2021-06-07,Chattogram,Lakshmipur,39.42,29.01,31.39,88.98
2021-06-07,Rangpur,Lalmonirhat,11.96,29.76,34.34,81.94
2021-06-07,Dhaka,Madaripur,30.03,29.15,31.73,88.07
2021-06-07,Khulna,Magura,15.3,29.45,32.32,87.79
2021-06-07,Dhaka,Manikganj,14.91,29.25,32.06,89.35
2021-06-07,Khulna,Meherpur,8.41,30.55,34.91,80.78
2021-06-07,Sylhet,Moulvibazar,11.15,28.06,31.04,91.24
2021-06-07,Dhaka,Munshiganj,31.33,29.01,31.62,89.4
2021-06-07,Mymensingh,Mymensingh,9.74,29.08,32.37,90.54
2021-06-07,Rajshahi,Naogaon,6.1,30.95,36.18,76.65
2021-06-07,Khulna,Narail,19.56,29.48,32.46,87.29
2021-06-07,Dhaka,Narayanganj,31.33,29.01,31.62,89.4
2021-06-07,Dhaka,Narsingdi,18.24,28.92,31.62,90.71
2021-06-07,Rajshahi,Natore,10.25,30.22,34.2,83.59
2021-06-07,Mymensingh,Netrokona,7.91,28.83,32.23,90.72
2021-06-07,Rangpur,Nilphamari,13.37,29.88,34.9,79.16
2021-06-07,Chattogram,Noakhali,38.93,29.6,30.76,86.27
2021-06-07,Rajshahi,Pabna,12.43,29.77,32.96,86.3
2021-06-07,Rangpur,Panchagarh,17.61,29.19,33.62,80.42
2021-06-07,Barishal,Patuakhali,30.05,29.57,30.57,87.52
2021-06-07,Barishal,Pirojpur,35.74,29.19,31.65,88.16
2021-06-07,Dhaka,Rajbari,15.3,29.45,32.32,87.79
2021-06-07,Rajshahi,Rajshahi,7.61,30.97,35.93,77.61
2021-06-07,Chattogram,Rangamati,19.83,26.55,29.75,89.17
2021-06-07,Rangpur,Rangpur,7.5,30.34,35.04,80.36
2021-06-07,Khulna,Satkhira,24.7,29.56,32.29,86.87
2021-06-07,Dhaka,Shariatpur,39.42,29.01,31.39,88.98
2021-06-07,Mymensingh,Sherpur,7.67,29.67,33.37,87.4
2021-06-07,Rajshahi,Sirajganj,10.25,30.22,34.2,83.59
2021-06-07,Sylhet,Sunamganj,9.05,28.38,31.57,91.65
2021-06-07,Sylhet,Sylhet,8.97,27.87,30.95,91.41
2021-06-07,Dhaka,Tangail,9.57,29.55,32.93,88.3
2021-06-07,Rangpur,Thakurgaon,8.72,30.36,35.63,76.54
2021-06-08,Khulna,Bagerhat,24.44,28.78,30.48,90.28
2021-06-08,Chattogram,Bandarban,13.98,26.3,29.19,92.27
2021-06-08,Barishal,Barguna,28.38,29.07,30.11,89.12
2021-06-08,Barishal,Barishal,24.64,28.35,29.62,91.85
2021-06-08,Barishal,Bhola,24.81,28.74,29.89,89.98
2021-06-08,Rajshahi,Bogura,11.96,30.07,33.64,84.87
2021-06-08,Chattogram,Brahmanbaria,17.9,27.55,29.5,93.34
2021-06-08,Chattogram,Chandpur,20.46,28.12,29.23,93.13
2021-06-08,Rajshahi,Chapai Nawabganj,2.79,31.83,37.58,72.13
2021-06-08,Chattogram,Chattogram,12.56,28.66,30.64,86.66
2021-06-08,Khulna,Chuadanga,15.96,29.71,33.31,86.65
2021-06-08,Chattogram,Cox's Bazar,32.82,29.62,30.36,80.38
2021-06-08,Chattogram,Cumilla,19.05,27.51,29.45,94.14
2021-06-08,Dhaka,Dhaka,14.91,28.63,30.64,92.31
2021-06-08,Rangpur,Dinajpur,5.59,30.64,35.03,79.43
2021-06-08,Dhaka,Faridpur,20.31,28.62,30.7,91.95
2021-06-08,Chattogram,Feni,16.92,27.93,29.81,92.27
2021-06-08,Rangpur,Gaibandha,12.58,30.19,33.86,83.66
2021-06-08,Dhaka,Gazipur,16.35,28.03,29.76,93.53
2021-06-08,Dhaka,Gopalganj,25.74,28.68,30.7,91.03
2021-06-08,Sylhet,Habiganj,12.52,27.78,30.03,93.39
2021-06-08,Mymensingh,Jamalpur,18.42,29.09,31.81,90.15
2021-06-08,Khulna,Jashore,21.79,29.2,32.06,89.11
2021-06-08,Barishal,Jhalokati,24.44,28.78,30.48,90.28
2021-06-08,Khulna,Jhenaidah,19.12,29.15,31.84,89.7
2021-06-08,Rajshahi,Joypurhat,11.96,30.07,33.64,84.87
2021-06-08,Chattogram,Khagrachhari,16.16,27.31,30.14,93.2
2021-06-08,Khulna,Khulna,21.17,29.17,31.69,88.73
2021-06-08,Dhaka,Kishoreganj,12.52,27.78,30.03,93.39
2021-06-08,Rangpur,Kurigram,29.07,29.4,32.63,86.0
2021-06-08,Khulna,Kushtia,11.65,30.18,34.39,83.59
2021-06-08,Chattogram,Lakshmipur,24.64,28.35,29.62,91.85
2021-06-08,Rangpur,Lalmonirhat,15.31,29.9,33.42,84.21
2021-06-08,Dhaka,Madaripur,25.74,28.68,30.7,91.03
2021-06-08,Khulna,Magura,19.12,29.15,31.84,89.7
2021-06-08,Dhaka,Manikganj,14.91,28.63,30.64,92.31
2021-06-08,Khulna,Meherpur,11.65,30.18,34.39,83.59
2021-06-08,Sylhet,Moulvibazar,11.71,27.48,30.17,92.77
2021-06-08,Dhaka,Munshiganj,20.46,28.12,29.23,93.13
2021-06-08,Mymensingh,Mymensingh,14.36,28.17,30.25,93.41
2021-06-08,Rajshahi,Naogaon,5.22,30.8,35.56,79.16
2021-06-08,Khulna,Narail,21.79,29.2,32.06,89.11
2021-06-08,Dhaka,Narayanganj,20.46,28.12,29.23,93.13
2021-06-08,Dhaka,Narsingdi,16.35,28.03,29.76,93.53
2021-06-08,Rajshahi,Natore,12.2,29.7,32.75,86.81
2021-06-08,Mymensingh,Netrokona,18.61,28.02,30.34,93.31
2021-06-08,Rangpur,Nilphamari,8.27,30.32,34.34,79.59
2021-06-08,Chattogram,Noakhali,14.86,29.16,29.9,86.37
2021-06-08,Rajshahi,Pabna,14.66,29.26,31.87,89.43
2021-06-08,Rangpur,Panchagarh,13.31,29.51,33.16,78.67
2021-06-08,Barishal,Patuakhali,43.77,29.29,29.76,88.12
2021-06-08,Barishal,Pirojpur,24.44,28.78,30.48,90.28
2021-06-08,Dhaka,Rajbari,19.12,29.15,31.84,89.7
2021-06-08,Rajshahi,Rajshahi,7.15,30.64,35.28,80.47
2021-06-08,Chattogram,Rangamati,6.07,26.5,29.78,90.24
2021-06-08,Rangpur,Rangpur,12.58,30.19,33.86,83.66
2021-06-08,Khulna,Satkhira,21.17,29.17,31.69,88.73
2021-06-08,Dhaka,Shariatpur,24.64,28.35,29.62,91.85
2021-06-08,Mymensingh,Sherpur,18.42,29.09,31.81,90.15
2021-06-08,Rajshahi,Sirajganj,12.2,29.7,32.75,86.81
2021-06-08,Sylhet,Sunamganj,12.31,27.46,29.98,93.7
2021-06-08,Sylhet,Sylhet,11.55,27.02,29.63,93.6
2021-06-08,Dhaka,Tangail,14.51,28.87,31.12,91.3
2021-06-08,Rangpur,Thakurgaon,13.5,30.72,34.97,76.41
2021-06-09,Khulna,Bagerhat,11.14,28.72,31.11,83.66
2021-06-09,Chattogram,Bandarban,4.78,26.4,29.36,87.73
2021-06-09,Barishal,Barguna,11.89,29.36,31.37,81.07
2021-06-09,Barishal,Barishal,10.67,28.55,30.72,85.34
2021-06-09,Barishal,Bhola,10.31,29.03,31.0,82.6
2021-06-09,Rajshahi,Bogura,28.14,28.5,30.3,90.88
2021-06-09,Chattogram,Brahmanbaria,4.91,27.48,29.79,89.44
2021-06-09,Chattogram,Chandpur,19.07,28.04,30.08,88.46
2021-06-09,Rajshahi,Chapai Nawabganj,8.42,29.55,32.53,83.43
2021-06-09,Chattogram,Chattogram,4.03,28.66,30.42,82.92
2021-06-09,Khulna,Chuadanga,20.07,28.29,30.83,86.02
2021-06-09,Chattogram,Cox's Bazar,41.26,29.45,30.28,77.65
2021-06-09,Chattogram,Cumilla,4.24,27.49,29.99,89.07
2021-06-09,Dhaka,Dhaka,37.87,27.67,29.42,91.75
2021-06-09,Rangpur,Dinajpur,21.86,29.31,32.32,85.87
2021-06-09,Dhaka,Faridpur,30.66,27.75,29.54,89.7
2021-06-09,Chattogram,Feni,3.95,28.18,30.62,85.92
2021-06-09,Rangpur,Gaibandha,21.78,28.78,30.96,88.81
2021-06-09,Dhaka,Gazipur,22.78,27.6,29.55,90.97
2021-06-09,Dhaka,Gopalganj,17.71,28.0,30.29,87.1
2021-06-09,Sylhet,Habiganj,3.89,27.64,29.62,89.95
2021-06-09,Mymensingh,Jamalpur,22.75,27.75,29.31,93.09
2021-06-09,Khulna,Jashore,19.35,28.31,31.01,85.24
2021-06-09,Barishal,Jhalokati,11.14,28.72,31.11,83.66
2021-06-09,Khulna,Jhenaidah,29.03,27.9,29.99,88.54
2021-06-09,Rajshahi,Joypurhat,28.14,28.5,30.3,90.88
2021-06-09,Chattogram,Khagrachhari,3.61,27.4,30.0,87.46
2021-06-09,Khulna,Khulna,11.17,28.9,31.75,82.84
2021-06-09,Dhaka,Kishoreganj,3.89,27.64,29.62,89.95
2021-06-09,Rangpur,Kurigram,10.8,28.59,31.59,85.56
2021-06-09,Khulna,Kushtia,20.16,28.32,30.41,88.2
2021-06-09,Chattogram,Lakshmipur,10.67,28.55,30.72,85.34
2021-06-09,Rangpur,Lalmonirhat,19.76,29.06,32.04,86.65
2021-06-09,Dhaka,Madaripur,17.71,28.0,30.29,87.1
2021-06-09,Khulna,Magura,29.03,27.9,29.99,88.54
2021-06-09,Dhaka,Manikganj,37.87,27.67,29.42,91.75
2021-06-09,Khulna,Meherpur,20.16,28.32,30.41,88.2
2021-06-09,Sylhet,Moulvibazar,3.06,27.56,30.03,88.67
2021-06-09,Dhaka,Munshiganj,19.07,28.04,30.08,88.46
2021-06-09,Mymensingh,Mymensingh,17.78,27.39,29.14,92.77
2021-06-09,Rajshahi,Naogaon,17.84,29.08,31.76,87.15
2021-06-09,Khulna,Narail,19.35,28.31,31.01,85.24
2021-06-09,Dhaka,Narayanganj,19.07,28.04,30.08,88.46
2021-06-09,Dhaka,Narsingdi,22.78,27.6,29.55,90.97
2021-06-09,Rajshahi,Natore,33.55,28.23,30.01,91.1
2021-06-09,Mymensingh,Netrokona,8.6,27.06,28.68,93.81
2021-06-09,Rangpur,Nilphamari,26.61,29.29,32.63,85.22
2021-06-09,Chattogram,Noakhali,6.07,29.68,30.89,77.59
2021-06-09,Rajshahi,Pabna,34.14,27.94,29.75,90.6
2021-06-09,Rangpur,Panchagarh,30.16,28.4,31.64,87.26
2021-06-09,Barishal,Patuakhali,25.18,29.61,30.96,79.07
2021-06-09,Barishal,Pirojpur,11.14,28.72,31.11,83.66
2021-06-09,Dhaka,Rajbari,29.03,27.9,29.99,88.54
2021-06-09,Rajshahi,Rajshahi,17.68,28.63,30.76,88.63
2021-06-09,Chattogram,Rangamati,2.37,26.51,28.5,81.94
2021-06-09,Rangpur,Rangpur,21.78,28.78,30.96,88.81
2021-06-09,Khulna,Satkhira,11.17,28.9,31.75,82.84
2021-06-09,Dhaka,Shariatpur,10.67,28.55,30.72,85.34
2021-06-09,Mymensingh,Sherpur,22.75,27.75,29.31,93.09
2021-06-09,Rajshahi,Sirajganj,33.55,28.23,30.01,91.1
2021-06-09,Sylhet,Sunamganj,2.02,27.1,28.78,90.88
2021-06-09,Sylhet,Sylhet,1.57,26.8,28.78,88.57
2021-06-09,Dhaka,Tangail,34.36,27.73,29.36,92.79
2021-06-09,Rangpur,Thakurgaon,17.69,29.79,33.33,81.97
2021-06-10,Khulna,Bagerhat,5.07,28.52,31.69,83.68
2021-06-10,Chattogram,Bandarban,10.58,25.31,28.31,92.32
2021-06-10,Barishal,Barguna,12.11,28.75,31.0,83.19
2021-06-10,Barishal,Barishal,4.69,28.36,30.73,83.57
2021-06-10,Barishal,Bhola,6.74,28.54,30.81,83.62
2021-06-10,Rajshahi,Bogura,6.41,28.38,30.87,84.76
2021-06-10,Chattogram,Brahmanbaria,9.19,27.8,30.58,84.9
2021-06-10,Chattogram,Chandpur,7.65,28.12,30.59,85.19
2021-06-10,Rajshahi,Chapai Nawabganj,1.6,28.04,30.23,83.46
2021-06-10,Chattogram,Chattogram,9.38,28.12,30.44,84.07
2021-06-10,Khulna,Chuadanga,2.72,27.28,29.62,87.4
2021-06-10,Chattogram,Cox's Bazar,24.56,28.55,29.04,81.46
2021-06-10,Chattogram,Cumilla,6.61,27.74,30.65,86.32
2021-06-10,Dhaka,Dhaka,12.62,27.8,29.87,86.6
2021-06-10,Rangpur,Dinajpur,2.64,28.52,31.5,84.76
2021-06-10,Dhaka,Faridpur,7.82,27.98,30.53,85.04
2021-06-10,Chattogram,Feni,6.96,28.18,30.31,84.83
2021-06-10,Rangpur,Gaibandha,5.19,28.63,31.36,84.66
2021-06-10,Dhaka,Gazipur,12.43,27.92,30.41,86.29
2021-06-10,Dhaka,Gopalganj,4.19,28.12,31.32,84.37
2021-06-10,Sylhet,Habiganj,10.7,27.96,30.83,84.12
2021-06-10,Mymensingh,Jamalpur,10.71,27.96,30.14,86.82
2021-06-10,Khulna,Jashore,3.37,27.97,31.15,85.21
2021-06-10,Barishal,Jhalokati,5.07,28.52,31.69,83.68
2021-06-10,Khulna,Jhenaidah,5.49,27.63,30.23,85.45
2021-06-10,Rajshahi,Joypurhat,6.41,28.38,30.87,84.76
2021-06-10,Chattogram,Khagrachhari,7.01,27.54,32.0,86.56
2021-06-10,Khulna,Khulna,4.16,28.57,31.91,83.6
2021-06-10,Dhaka,Kishoreganj,10.7,27.96,30.83,84.12
2021-06-10,Rangpur,Kurigram,3.21,28.91,32.58,78.18
2021-06-10,Khulna,Kushtia,3.59,27.38,29.57,85.89
2021-06-10,Chattogram,Lakshmipur,4.69,28.36,30.73,83.57
2021-06-10,Rangpur,Lalmonirhat,3.74,28.64,31.39,84.33
2021-06-10,Dhaka,Madaripur,4.19,28.12,31.32,84.37
2021-06-10,Khulna,Magura,5.49,27.63,30.23,85.45
2021-06-10,Dhaka,Manikganj,12.62,27.8,29.87,86.6
2021-06-10,Khulna,Meherpur,3.59,27.38,29.57,85.89
2021-06-10,Sylhet,Moulvibazar,10.51,27.14,29.94,85.05
2021-06-10,Dhaka,Munshiganj,7.65,28.12,30.59,85.19
2021-06-10,Mymensingh,Mymensingh,13.29,28.04,30.8,85.91
2021-06-10,Rajshahi,Naogaon,2.64,28.36,31.16,83.72
2021-06-10,Khulna,Narail,3.37,27.97,31.15,85.21
2021-06-10,Dhaka,Narayanganj,7.65,28.12,30.59,85.19
2021-06-10,Dhaka,Narsingdi,12.43,27.92,30.41,86.29
2021-06-10,Rajshahi,Natore,7.82,27.97,29.71,84.76
2021-06-10,Mymensingh,Netrokona,14.13,27.88,30.57,85.36
2021-06-10,Rangpur,Nilphamari,2.54,28.66,31.5,83.97
2021-06-10,Chattogram,Noakhali,10.04,29.02,29.83,80.94
2021-06-10,Rajshahi,Pabna,8.47,27.57,29.59,85.84
2021-06-10,Rangpur,Panchagarh,1.4,28.55,31.3,81.53
2021-06-10,Barishal,Patuakhali,17.03,28.72,29.77,83.66
2021-06-10,Barishal,Pirojpur,5.07,28.52,31.69,83.68
2021-06-10,Dhaka,Rajbari,5.49,27.63,30.23,85.45
2021-06-10,Rajshahi,Rajshahi,3.27,27.81,30.01,84.4
2021-06-10,Chattogram,Rangamati,8.28,26.15,30.0,86.17
2021-06-10,Rangpur,Rangpur,5.19,28.63,31.36,84.66
2021-06-10,Khulna,Satkhira,4.16,28.57,31.91,83.6
2021-06-10,Dhaka,Shariatpur,4.69,28.36,30.73,83.57
2021-06-10,Mymensingh,Sherpur,10.71,27.96,30.14,86.82
2021-06-10,Rajshahi,Sirajganj,7.82,27.97,29.71,84.76
2021-06-10,Sylhet,Sunamganj,12.7,28.14,31.34,79.99
2021-06-10,Sylhet,Sylhet,13.76,28.01,31.53,79.67
2021-06-10,Dhaka,Tangail,12.13,28.04,30.13,85.35
2021-06-10,Rangpur,Thakurgaon,1.02,28.9,32.0,82.19
2021-06-11,Khulna,Bagerhat,17.57,28.04,30.08,90.68
2021-06-11,Chattogram,Bandarban,11.82,25.98,30.26,87.43
2021-06-11,Barishal,Barguna,20.04,28.21,29.71,88.79
2021-06-11,Barishal,Barishal,18.46,27.55,28.88,93.08
2021-06-11,Barishal,Bhola,20.76,28.12,29.22,91.54
2021-06-11,Rajshahi,Bogura,21.57,27.95,30.4,87.89
2021-06-11,Chattogram,Brahmanbaria,14.65,27.27,29.57,90.34
2021-06-11,Chattogram,Chandpur,18.09,27.28,28.72,93.09
2021-06-11,Rajshahi,Chapai Nawabganj,4.49,28.31,31.43,82.7
2021-06-11,Chattogram,Chattogram,11.56,27.67,30.32,88.48
2021-06-11,Khulna,Chuadanga,14.44,27.82,30.66,88.34
2021-06-11,Chattogram,Cox's Bazar,31.59,28.85,30.18,86.51
2021-06-11,Chattogram,Cumilla,15.12,26.94,28.99,92.51
2021-06-11,Dhaka,Dhaka,25.32,27.45,29.35,91.47
2021-06-11,Rangpur,Dinajpur,11.86,27.91,30.96,87.79
2021-06-11,Dhaka,Faridpur,18.94,27.41,28.91,92.74
2021-06-11,Chattogram,Feni,13.84,27.13,29.01,93.0
2021-06-11,Rangpur,Gaibandha,18.19,28.39,31.23,86.45
2021-06-11,Dhaka,Gazipur,20.57,27.32,29.19,91.8
2021-06-11,Dhaka,Gopalganj,15.57,27.58,29.04,92.67
2021-06-11,Sylhet,Habiganj,18.47,27.3,29.41,89.61
2021-06-11,Mymensingh,Jamalpur,22.94,27.46,29.68,90.32
2021-06-11,Khulna,Jashore,17.17,27.81,30.33,90.98
2021-06-11,Barishal,Jhalokati,17.57,28.04,30.08,90.68
2021-06-11,Khulna,Jhenaidah,18.22,27.63,29.74,90.73
2021-06-11,Rajshahi,Joypurhat,21.57,27.95,30.4,87.89
2021-06-11,Chattogram,Khagrachhari,13.06,26.59,29.05,92.23
2021-06-11,Khulna,Khulna,18.21,28.15,30.9,89.33
2021-06-11,Dhaka,Kishoreganj,18.47,27.3,29.41,89.61
2021-06-11,Rangpur,Kurigram,17.41,28.46,31.1,83.01
2021-06-11,Khulna,Kushtia,12.99,27.95,30.65,85.93
2021-06-11,Chattogram,Lakshmipur,18.46,27.55,28.88,93.08
2021-06-11,Rangpur,Lalmonirhat,14.96,28.42,31.13,85.02
2021-06-11,Dhaka,Madaripur,15.57,27.58,29.04,92.67
2021-06-11,Khulna,Magura,18.22,27.63,29.74,90.73
2021-06-11,Dhaka,Manikganj,25.32,27.45,29.35,91.47
2021-06-11,Khulna,Meherpur,12.99,27.95,30.65,85.93
2021-06-11,Sylhet,Moulvibazar,19.31,27.83,30.24,85.36
2021-06-11,Dhaka,Munshiganj,18.09,27.28,28.72,93.09
2021-06-11,Mymensingh,Mymensingh,21.88,27.31,29.48,90.96
2021-06-11,Rajshahi,Naogaon,12.9,27.92,30.96,86.63
2021-06-11,Khulna,Narail,17.17,27.81,30.33,90.98
2021-06-11,Dhaka,Narayanganj,18.09,27.28,28.72,93.09
2021-06-11,Dhaka,Narsingdi,20.57,27.32,29.19,91.8
2021-06-11,Rajshahi,Natore,25.32,28.06,30.43,86.78
2021-06-11,Mymensingh,Netrokona,18.13,27.04,29.05,91.39
2021-06-11,Rangpur,Nilphamari,9.86,28.18,31.07,85.93
2021-06-11,Chattogram,Noakhali,12.99,28.62,29.53,88.07
2021-06-11,Rajshahi,Pabna,22.57,27.72,29.85,89.14
2021-06-11,Rangpur,Panchagarh,6.85,28.11,30.9,83.75
2021-06-11,Barishal,Patuakhali,20.05,28.48,29.13,90.4
2021-06-11,Barishal,Pirojpur,17.57,28.04,30.08,90.68
2021-06-11,Dhaka,Rajbari,18.22,27.63,29.74,90.73
2021-06-11,Rajshahi,Rajshahi,13.38,28.1,31.1,84.77
2021-06-11,Chattogram,Rangamati,15.59,26.14,29.49,86.93
2021-06-11,Rangpur,Rangpur,18.19,28.39,31.23,86.45
2021-06-11,Khulna,Satkhira,18.21,28.15,30.9,89.33
2021-06-11,Dhaka,Shariatpur,18.46,27.55,28.88,93.08
2021-06-11,Mymensingh,Sherpur,22.94,27.46,29.68,90.32
2021-06-11,Rajshahi,Sirajganj,25.32,28.06,30.43,86.78
2021-06-11,Sylhet,Sunamganj,16.64,27.11,29.18,90.36
2021-06-11,Sylhet,Sylhet,16.6,27.69,30.97,86.5
2021-06-11,Dhaka,Tangail,27.99,27.61,29.74,89.64
2021-06-11,Rangpur,Thakurgaon,7.05,28.32,31.29,84.99
2021-06-12,Khulna,Bagerhat,25.66,28.52,31.54,87.93
2021-06-12,Chattogram,Bandarban,3.25,26.92,31.01,86.88
2021-06-12,Barishal,Barguna,26.32,28.66,30.72,87.29
2021-06-12,Barishal,Barishal,16.63,28.39,30.68,89.69
2021-06-12,Barishal,Bhola,24.93,28.76,31.22,87.71
2021-06-12,Rajshahi,Bogura,25.59,27.55,29.78,91.08
2021-06-12,Chattogram,Brahmanbaria,15.68,28.0,31.42,89.43
2021-06-12,Chattogram,Chandpur,14.93,27.92,29.84,92.0
2021-06-12,Rajshahi,Chapai Nawabganj,15.2,28.25,31.18,86.97
2021-06-12,Chattogram,Chattogram,10.73,28.54,31.45,86.32
2021-06-12,Khulna,Chuadanga,12.28,28.1,30.28,87.55
2021-06-12,Chattogram,Cox's Bazar,12.78,29.13,30.32,85.06
2021-06-12,Chattogram,Cumilla,9.08,27.71,30.87,90.4
2021-06-12,Dhaka,Dhaka,23.85,27.61,29.32,93.03
2021-06-12,Rangpur,Dinajpur,19.26,27.6,30.02,89.65
2021-06-12,Dhaka,Faridpur,20.09,28.09,30.34,90.59
2021-06-12,Chattogram,Feni,7.4,27.98,30.57,89.98
2021-06-12,Rangpur,Gaibandha,22.76,27.86,30.62,88.97
2021-06-12,Dhaka,Gazipur,20.91,27.53,29.29,92.68
2021-06-12,Dhaka,Gopalganj,20.01,28.33,31.24,88.67
2021-06-12,Sylhet,Habiganj,27.04,28.21,32.14,87.15
2021-06-12,Mymensingh,Jamalpur,29.04,27.11,29.15,92.61
2021-06-12,Khulna,Jashore,15.66,28.13,30.89,88.41
2021-06-12,Barishal,Jhalokati,25.66,28.52,31.54,87.93
2021-06-12,Khulna,Jhenaidah,18.88,28.0,30.23,89.47
2021-06-12,Rajshahi,Joypurhat,25.59,27.55,29.78,91.08
2021-06-12,Chattogram,Khagrachhari,6.22,27.93,33.14,86.4
2021-06-12,Khulna,Khulna,15.88,28.26,31.15,87.98
2021-06-12,Dhaka,Kishoreganj,27.04,28.21,32.14,87.15
2021-06-12,Rangpur,Kurigram,9.06,27.37,30.43,88.84
2021-06-12,Khulna,Kushtia,14.63,27.97,30.4,89.08
2021-06-12,Chattogram,Lakshmipur,16.63,28.39,30.68,89.69
2021-06-12,Rangpur,Lalmonirhat,15.98,27.4,30.28,89.65
2021-06-12,Dhaka,Madaripur,20.01,28.33,31.24,88.67
2021-06-12,Khulna,Magura,18.88,28.0,30.23,89.47
2021-06-12,Dhaka,Manikganj,23.85,27.61,29.32,93.03
2021-06-12,Khulna,Meherpur,14.63,27.97,30.4,89.08
2021-06-12,Sylhet,Moulvibazar,26.81,29.33,34.93,83.01
2021-06-12,Dhaka,Munshiganj,14.93,27.92,29.84,92.0
2021-06-12,Mymensingh,Mymensingh,30.37,27.23,29.47,92.1
2021-06-12,Rajshahi,Naogaon,17.97,27.73,30.31,89.48
2021-06-12,Khulna,Narail,15.66,28.13,30.89,88.41
2021-06-12,Dhaka,Narayanganj,14.93,27.92,29.84,92.0
2021-06-12,Dhaka,Narsingdi,20.91,27.53,29.29,92.68
2021-06-12,Rajshahi,Natore,23.33,27.64,29.68,91.86
2021-06-12,Mymensingh,Netrokona,32.42,27.19,29.43,91.73
2021-06-12,Rangpur,Nilphamari,18.99,27.13,29.3,90.79
2021-06-12,Chattogram,Noakhali,12.55,29.2,30.25,86.14
2021-06-12,Rajshahi,Pabna,21.51,27.76,29.39,91.62
2021-06-12,Rangpur,Panchagarh,15.34,26.68,28.17,89.72
2021-06-12,Barishal,Patuakhali,21.99,28.85,30.06,86.95
2021-06-12,Barishal,Pirojpur,25.66,28.52,31.54,87.93
2021-06-12,Dhaka,Rajbari,18.88,28.0,30.23,89.47
2021-06-12,Rajshahi,Rajshahi,16.07,27.85,30.56,89.75
2021-06-12,Chattogram,Rangamati,13.63,27.65,33.93,84.96
2021-06-12,Rangpur,Rangpur,22.76,27.86,30.62,88.97
2021-06-12,Khulna,Satkhira,15.88,28.26,31.15,87.98
2021-06-12,Dhaka,Shariatpur,16.63,28.39,30.68,89.69
2021-06-12,Mymensingh,Sherpur,29.04,27.11,29.15,92.61
2021-06-12,Rajshahi,Sirajganj,23.33,27.64,29.68,91.86
2021-06-12,Sylhet,Sunamganj,39.73,28.17,31.78,87.27
2021-06-12,Sylhet,Sylhet,40.07,29.27,33.6,83.17
2021-06-12,Dhaka,Tangail,28.17,27.19,29.04,93.29
2021-06-12,Rangpur,Thakurgaon,12.93,27.32,28.82,89.46
2021-06-13,Khulna,Bagerhat,4.08,29.14,32.23,86.33
2021-06-13,Chattogram,Bandarban,4.66,26.91,31.48,86.19
2021-06-13,Barishal,Barguna,6.01,29.1,31.05,86.64
2021-06-13,Barishal,Barishal,4.88,29.1,31.72,86.1
2021-06-13,Barishal,Bhola,6.62,29.1,31.17,86.28
2021-06-13,Rajshahi,Bogura,6.73,28.4,30.92,89.5
2021-06-13,Chattogram,Brahmanbaria,8.91,28.97,32.94,86.35
2021-06-13,Chattogram,Chandpur,4.55,28.9,32.11,86.81
2021-06-13,Rajshahi,Chapai Nawabganj,11.17,29.06,32.26,84.61
2021-06-13,Chattogram,Chattogram,7.52,28.93,32.05,84.61
2021-06-13,Khulna,Chuadanga,5.6,29.17,32.92,85.14
2021-06-13,Chattogram,Cox's Bazar,13.8,29.05,30.06,85.19
2021-06-13,Chattogram,Cumilla,10.3,28.67,32.37,86.97
2021-06-13,Dhaka,Dhaka,2.49,28.68,31.94,88.92
2021-06-13,Rangpur,Dinajpur,8.66,28.17,31.02,88.67
2021-06-13,Dhaka,Faridpur,2.3,28.93,32.4,87.26
